song,artist,album_release_date,release_year,release_decade,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Low Down,Lil Baby,2023-01-01,2023,20,5m0yZ33oOy0yYBtdTXuxQe,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,audio_features,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/tracks/5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/audio-analysis/5m0yZ33oOy0yYBtdTXuxQe,144652,4
Human,Cody Johnson,2023-01-01,2023,20,36Rpz4MZQhGknLEmTmHr8v,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,audio_features,spotify:track:5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520,4
Ain't That Some,Morgan Wallen,2023-01-01,2023,20,4t0UsYzmmmZRMTWn77jiGF,0.641,0.803,6,-5.781,0,0.0286,0.00232,3.86e-06,0.361,0.671,121.086,audio_features,spotify:track:2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,158004,4
Religiously,Bailey Zimmerman,2023-01-01,2023,20,27tNWlhdAryQY04Gb2ZhUI,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,audio_features,spotify:track:0ec7EBr0mjWO6J7TRr09bN,https://api.spotify.com/v1/tracks/0ec7EBr0mjWO6J7TRr09bN,https://api.spotify.com/v1/audio-analysis/0ec7EBr0mjWO6J7TRr09bN,178723,4
ICU,Coco Jones,2023-01-01,2023,20,58cMDjQSUdWJUgFmHxRhjt,0.584,0.453,8,-6.682,1,0.0661,0.753,0.0,0.111,0.328,124.913,audio_features,spotify:track:58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/tracks/58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/audio-analysis/58cMDjQSUdWJUgFmHxRhjt,241624,3
Fight The Feeling,Rod Wave,2023-01-01,2023,20,7l6nGz4gp6HGs5Cvmdeqe4,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/tracks/7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/audio-analysis/7l6nGz4gp6HGs5Cvmdeqe4,160714,5
Red Ruby Da Sleeze,Nicki Minaj,2023-01-01,2023,20,4ZYAU4A2YBtlNdqOUtc7T2,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,audio_features,spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/tracks/4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/audio-analysis/4ZYAU4A2YBtlNdqOUtc7T2,214445,4
Memory Lane,Old Dominion,2023-01-01,2023,20,1KMEDSIl2j1NwYa9mgvMyg,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,audio_features,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,4
Beso,Rosalia & Rauw Alejandro,2023-01-01,2023,20,52bz3fOCyr6GgkJQsLK9PM,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,audio_features,spotify:track:609E1JCInJncactoMmkDon,https://api.spotify.com/v1/tracks/609E1JCInJncactoMmkDon,https://api.spotify.com/v1/audio-analysis/609E1JCInJncactoMmkDon,194543,4
Fragil,Yahritza y Su Esencia x Grupo Frontera,2023-01-01,2023,20,12KUFSHFgT0XCoiSlvdQi4,0.708,0.449,4,-4.369,0,0.0286,0.451,0.0,0.111,0.63,84.396,audio_features,spotify:track:4pKhxDtzoLPVy4GzW1ibAz,https://api.spotify.com/v1/tracks/4pKhxDtzoLPVy4GzW1ibAz,https://api.spotify.com/v1/audio-analysis/4pKhxDtzoLPVy4GzW1ibAz,214000,1
Que Vuelvas,Carin Leon X Grupo Frontera,2023-01-01,2023,20,6Ub63208eZVnT6UPQm4fGH,0.491,0.643,10,-4.309,1,0.0442,0.187,0.0,0.109,0.779,162.469,audio_features,spotify:track:6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/tracks/6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/audio-analysis/6Um358vY92UBv5DloTRX9L,169419,4
It Matters To Her,Scotty McCreery,2023-01-01,2023,20,4aSRUXfKuBbmje0eXNukuL,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,audio_features,spotify:track:4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/tracks/4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/audio-analysis/4aSRUXfKuBbmje0eXNukuL,171880,4
I Wrote The Book,Morgan Wallen,2023-01-01,2023,20,7phmBo7bB9I9YifAXqnlqV,0.692,0.808,2,-3.757,1,0.0396,0.0834,3.75e-05,0.0913,0.802,143.977,audio_features,spotify:track:7phmBo7bB9I9YifAXqnlqV,https://api.spotify.com/v1/tracks/7phmBo7bB9I9YifAXqnlqV,https://api.spotify.com/v1/audio-analysis/7phmBo7bB9I9YifAXqnlqV,181767,4
Trance,"Metro Boomin, Travis Scott & Young Thug",2023-01-01,2023,20,3iGxtTIbGtUJVMbnHyaPMM,0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,audio_features,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/audio-analysis/5wG3HvLhF6Y5KTGlK0IW3J,194787,4
Yandel 150,Yandel & Feid,2023-01-01,2023,20,2oiixB9QMIzhWaHGVlQx4g,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,spotify:track:2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/tracks/2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/audio-analysis/2oiixB9QMIzhWaHGVlQx4g,216148,4
Painting Pictures,Superstar Pride,2023-01-01,2023,20,7oLKoGzQVwjZ91AzCn560T,0.956,0.515,11,-9.962,0,0.337,0.305,0.0,0.156,0.69,119.937,audio_features,spotify:track:7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/tracks/7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/audio-analysis/7oLKoGzQVwjZ91AzCn560T,122070,4
Everything I Love,Morgan Wallen,2023-01-01,2023,20,03fs6oV5JAlbytRYf3371S,0.568,0.841,8,-3.802,1,0.0261,0.00514,0.000503,0.147,0.668,103.983,audio_features,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047,4
Ch y La Pizza,Fuerza Regida X Natanael Cano,2023-01-01,2023,20,0UbesRsX2TtiCeamOIVEkp,0.628,0.668,8,-2.722,1,0.117,0.329,0.0,0.139,0.845,148.746,audio_features,spotify:track:0UbesRsX2TtiCeamOIVEkp,https://api.spotify.com/v1/tracks/0UbesRsX2TtiCeamOIVEkp,https://api.spotify.com/v1/audio-analysis/0UbesRsX2TtiCeamOIVEkp,136913,3
Man Made A Bar,Morgan Wallen Featuring Eric Church,2023-01-01,2023,20,02QQXgeAghpU4smdM7l7We,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,audio_features,spotify:track:05ZACkzW8YbRq3eFgIfSNB,https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB,https://api.spotify.com/v1/audio-analysis/05ZACkzW8YbRq3eFgIfSNB,263387,4
Waffle House,Jonas Brothers,2023-01-01,2023,20,1h73U7tmZkUCg2lUh5IGeA,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,audio_features,spotify:track:5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/tracks/5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/audio-analysis/5iE3eUH2WGCXcE2xr6DEmU,145441,4
Mejor Que Yo,"Anuel AA, Mambo Kingz & DJ Luian",2023-01-01,2023,20,1VsHc0qIeyjYOyvN5HIEQG,0.624,0.655,1,-4.177,0,0.0547,0.18,0.0,0.116,0.565,178.083,audio_features,spotify:track:1VsHc0qIeyjYOyvN5HIEQG,https://api.spotify.com/v1/tracks/1VsHc0qIeyjYOyvN5HIEQG,https://api.spotify.com/v1/audio-analysis/1VsHc0qIeyjYOyvN5HIEQG,242697,4
In Ha Mood,Ice Spice,2023-01-01,2023,20,0yUaLqhsVsguBpoOPL4cO7,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4
Igualito A Mi Apa,Fuerza Regida & Peso Pluma,2023-01-01,2023,20,17js0w8GTkTUFGFM6PYvBd,0.758,0.812,4,-3.272,0,0.0854,0.188,0.0,0.0564,0.795,144.908,audio_features,spotify:track:17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/tracks/17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/audio-analysis/17js0w8GTkTUFGFM6PYvBd,166821,4
Moonlight,Kali Uchis,2023-01-01,2023,20,05HWO5EA9jYliXeaj6SCDC,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,audio_features,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/tracks/2i2gDpKKWjvnRTOZRhaPh2,https://api.spotify.com/v1/audio-analysis/2i2gDpKKWjvnRTOZRhaPh2,187558,4
Forever,Lil Baby Featuring Fridayy,2023-01-01,2023,20,4eHbdreAnSOrDDsFfc4Fpm,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,audio_features,spotify:track:1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/tracks/1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/audio-analysis/1T4k0sw0HldDg004Kw4Oct,167977,3
"You, Me, & Whiskey",Justin Moore & Priscilla Block,2023-01-01,2023,20,2BLlpdGCv0IErmH3OBGHYJ,0.555,0.88,0,-4.351,0,0.0535,0.0803,0.0,0.174,0.422,144.076,audio_features,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941,4
Sunrise,Morgan Wallen,2023-01-01,2023,20,7vLIj2GVAeYrohv8p0JjF0,0.613,0.765,2,-5.058,0,0.0318,0.259,4.28e-06,0.0832,0.343,139.993,audio_features,spotify:track:0JtgoDDf0ggWaoXCGhcOoT,https://api.spotify.com/v1/tracks/0JtgoDDf0ggWaoXCGhcOoT,https://api.spotify.com/v1/audio-analysis/0JtgoDDf0ggWaoXCGhcOoT,182522,4
Mathematical Disrespect,Lil Mabu,2023-01-01,2023,20,7wuJGgpTNzbUyn26IOY6rj,0.795,0.507,1,-8.06,1,0.303,0.0612,0.0,0.272,0.48,146.771,audio_features,spotify:track:0Ymjv0OJeIIPXr6s9wi3iW,https://api.spotify.com/v1/tracks/0Ymjv0OJeIIPXr6s9wi3iW,https://api.spotify.com/v1/audio-analysis/0Ymjv0OJeIIPXr6s9wi3iW,88304,4
Ceilings,Lizzy McAlpine,2023-01-01,2023,20,6ic8OlLUNEATToEFU3xmaH,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3
Shake Sumn,DaBaby,2023-01-01,2023,20,3FhZPYvMGSjFc6boVYKlCv,0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,audio_features,spotify:track:3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/tracks/3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/audio-analysis/3FhZPYvMGSjFc6boVYKlCv,124806,4
People,Libianca,2023-01-01,2023,20,0XoKVwY8PLErqAeZVp5kdU,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,audio_features,spotify:track:26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/tracks/26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/audio-analysis/26b3oVLrRUaaybJulow9kz,184791,5
Never Felt So Alone,Labrinth,2023-01-01,2023,20,6unndO70DvZfnXYcYQMyQJ,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,audio_features,spotify:track:6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/tracks/6potEImiklXkwD9qFzpu15,https://api.spotify.com/v1/audio-analysis/6potEImiklXkwD9qFzpu15,202536,4
Happy,NF,2023-01-01,2023,20,2SpEHTbUuebeLkgs9QB7Ue,0.732,0.855,7,-4.064,1,0.0415,0.306,0.0,0.12,0.221,106.004,audio_features,spotify:track:3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/tracks/3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/audio-analysis/3ZEno9fORwMA1HPecdLi0R,242691,4
Wreckage,Nate Smith,2023-01-01,2023,20,781bCQjAUwwvfqlLV1ktnH,0.551,0.214,10,-9.827,1,0.0314,0.909,1.18e-06,0.0921,0.102,72.498,audio_features,spotify:track:5zHB9D7aOex9INWtPJt1Kb,https://api.spotify.com/v1/tracks/5zHB9D7aOex9INWtPJt1Kb,https://api.spotify.com/v1/audio-analysis/5zHB9D7aOex9INWtPJt1Kb,211773,4
Curtains,Ed Sheeran,2023-01-01,2023,20,3TCauNPqFiniaYHBvEVoHG,0.5,0.757,6,-6.542,0,0.0522,0.0989,2.5e-06,0.324,0.443,175.944,audio_features,spotify:track:6ZZf5a8oiInHDkBe9zXfLP,https://api.spotify.com/v1/tracks/6ZZf5a8oiInHDkBe9zXfLP,https://api.spotify.com/v1/audio-analysis/6ZZf5a8oiInHDkBe9zXfLP,224888,4
What It Is (Block Boy),Doechii Featuring Kodak Black,2023-01-01,2023,20,1O8zCu3dLLPxkbGfIsbRgE,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4
Peaches,Jack Black,2023-01-01,2023,20,3mVZRgQqVNu01Z3nXemulI,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,audio_features,spotify:track:6crBy2sODw2HS53xquM6us,https://api.spotify.com/v1/tracks/6crBy2sODw2HS53xquM6us,https://api.spotify.com/v1/audio-analysis/6crBy2sODw2HS53xquM6us,248053,4
Private Landing,Don Toliver Featuring Justin Bieber & Future,2023-01-01,2023,20,5PHPENfE3RVmHGAA2A7Hfx,0.843,0.669,1,-4.105,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,audio_features,spotify:track:52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/tracks/52NGJPcLUzQq5w7uv4e5gf,https://api.spotify.com/v1/audio-analysis/52NGJPcLUzQq5w7uv4e5gf,238253,4
