song,artist,album_release_date,release_year,release_decade,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1999,Prince,1982-10-27,1982,80,2QSUyofqpGDCo026OPiTBQ,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,audio_features,spotify:track:2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/tracks/2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/audio-analysis/2QSUyofqpGDCo026OPiTBQ,373747,4
On the Floor,Jennifer Lopez ft. Pitbull,2011-01-01,2011,10,3C0nOe05EIt1390bVABLyN,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,audio_features,spotify:track:3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/audio-analysis/3C0nOe05EIt1390bVABLyN,284867,4
I'm Like a Bird,Nelly Furtado,2000,2000,00,2aGw77pZqli064JiPuXYRi,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29e-06,0.227,0.614,89.654,audio_features,spotify:track:2aGw77pZqli064JiPuXYRi,https://api.spotify.com/v1/tracks/2aGw77pZqli064JiPuXYRi,https://api.spotify.com/v1/audio-analysis/2aGw77pZqli064JiPuXYRi,243160,4
Bring Back My Girls,RuPaul,2020-01-10,2020,20,7IM8lvafzONUM3aV6NZogU,0.913,0.729,6,-7.964,0,0.0515,0.0108,0.000725,0.0764,0.492,120.009,audio_features,spotify:track:7IM8lvafzONUM3aV6NZogU,https://api.spotify.com/v1/tracks/7IM8lvafzONUM3aV6NZogU,https://api.spotify.com/v1/audio-analysis/7IM8lvafzONUM3aV6NZogU,163893,4
Survivor,Destiny's Child,2001-05-01,2001,00,2Mpj1Ul5OFPyyP4wB62Rvi,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,audio_features,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4
Take On Me,A-ha,1985-06-01,1985,80,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280,4
Get Up,Ciara ft. Chamillionaire,2006,2006,00,3rKCDtV8UcF0RytSiXxypc,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,audio_features,spotify:track:3rKCDtV8UcF0RytSiXxypc,https://api.spotify.com/v1/tracks/3rKCDtV8UcF0RytSiXxypc,https://api.spotify.com/v1/audio-analysis/3rKCDtV8UcF0RytSiXxypc,261880,4
Call Your Girlfriend,Robyn,2010-01-01,2010,10,2sCoROOlNQyFpRQEe6A5lv,0.599,0.887,8,-2.377,1,0.11,0.00101,0.0545,0.0716,0.461,125.097,audio_features,spotify:track:2sCoROOlNQyFpRQEe6A5lv,https://api.spotify.com/v1/tracks/2sCoROOlNQyFpRQEe6A5lv,https://api.spotify.com/v1/audio-analysis/2sCoROOlNQyFpRQEe6A5lv,227347,4
Problem,Ariana Grande ft. Iggy Azalea,2014-08-25,2014,10,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,audio_features,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,https://api.spotify.com/v1/tracks/7vS3Y0IKjde7Xg85LWIEdP,https://api.spotify.com/v1/audio-analysis/7vS3Y0IKjde7Xg85LWIEdP,193920,4
S&M,Rihanna,2010-01-01,2010,10,0AXrJcr6WVVzRAZ1WfM74b,0.75,0.786,6,-1.636,1,0.069,0.197,0.247,0.0658,0.764,127.907,audio_features,spotify:track:0AXrJcr6WVVzRAZ1WfM74b,https://api.spotify.com/v1/tracks/0AXrJcr6WVVzRAZ1WfM74b,https://api.spotify.com/v1/audio-analysis/0AXrJcr6WVVzRAZ1WfM74b,243750,4
Heart to Break,Kim Petras,2018-02-14,2018,10,1jFN0stMzLepoPxvPywGZj,0.737,0.602,11,-5.292,1,0.204,0.0393,2.74e-06,0.236,0.88,109.039,audio_features,spotify:track:1jFN0stMzLepoPxvPywGZj,https://api.spotify.com/v1/tracks/1jFN0stMzLepoPxvPywGZj,https://api.spotify.com/v1/audio-analysis/1jFN0stMzLepoPxvPywGZj,225973,4
Let It Go,Caissie Levy,2018-05-11,2018,10,2RqZFOLOnzVmHUX7ZMcaES,0.806,0.721,10,-5.167,0,0.215,0.197,0.0,0.209,0.781,94.967,audio_features,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,https://api.spotify.com/v1/tracks/2RqZFOLOnzVmHUX7ZMcaES,https://api.spotify.com/v1/audio-analysis/2RqZFOLOnzVmHUX7ZMcaES,238333,4
Burning Up,Madonna,1983-07-27,1983,80,2VEsmoek0sol9MnJFyoG9e,0.667,0.954,2,-3.462,1,0.0817,0.0296,0.0,0.331,0.807,114.03,audio_features,spotify:track:2VEsmoek0sol9MnJFyoG9e,https://api.spotify.com/v1/tracks/2VEsmoek0sol9MnJFyoG9e,https://api.spotify.com/v1/audio-analysis/2VEsmoek0sol9MnJFyoG9e,175093,4
This Is My Night,Chaka Khan,1984,1984,80,1EZmeztCbpOM1vqDlGyJLQ,0.736,0.893,4,-11.104,0,0.0718,0.0136,0.0327,0.048,0.693,108.893,audio_features,spotify:track:1EZmeztCbpOM1vqDlGyJLQ,https://api.spotify.com/v1/tracks/1EZmeztCbpOM1vqDlGyJLQ,https://api.spotify.com/v1/audio-analysis/1EZmeztCbpOM1vqDlGyJLQ,280627,4
Firework,Katy Perry,2010-01-01,2010,10,4r6eNCsrZnQWJzzvFh4nlg,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,audio_features,spotify:track:4r6eNCsrZnQWJzzvFh4nlg,https://api.spotify.com/v1/tracks/4r6eNCsrZnQWJzzvFh4nlg,https://api.spotify.com/v1/audio-analysis/4r6eNCsrZnQWJzzvFh4nlg,227893,4
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa, P!nk",2001-01-01,2001,00,0PSZ9G584Ve27GK6ThlY6P,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,audio_features,spotify:track:0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/tracks/0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/audio-analysis/0PSZ9G584Ve27GK6ThlY6P,267960,4
Rumors,Lindsay Lohan,2004-01-01,2004,00,3KnjerEPMolLapVo2wdgz6,0.892,0.764,10,-5.668,0,0.0547,0.0186,0.0358,0.332,0.856,115.014,audio_features,spotify:track:3KnjerEPMolLapVo2wdgz6,https://api.spotify.com/v1/tracks/3KnjerEPMolLapVo2wdgz6,https://api.spotify.com/v1/audio-analysis/3KnjerEPMolLapVo2wdgz6,196307,4
Call Me Maybe,Carly Rae Jepsen,2012-01-01,2012,10,3TGRqZ0a2l1LRblBkJoaDx,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,193400,4
Ex's & Oh's,Elle King,2015-02-13,2015,10,6DE1vkPkMn2I77360IBb8t,0.537,0.851,4,-4.591,1,0.0443,0.0329,0.00105,0.131,0.155,129.022,audio_features,spotify:track:6DE1vkPkMn2I77360IBb8t,https://api.spotify.com/v1/tracks/6DE1vkPkMn2I77360IBb8t,https://api.spotify.com/v1/audio-analysis/6DE1vkPkMn2I77360IBb8t,194427,4
The Pleasure Principle,Janet Jackson,1986-02-04,1986,80,1krKp0OXeCH6SI5SXl8tu5,0.661,0.711,0,-11.037,1,0.0514,0.428,0.0221,0.132,0.889,116.836,audio_features,spotify:track:1krKp0OXeCH6SI5SXl8tu5,https://api.spotify.com/v1/tracks/1krKp0OXeCH6SI5SXl8tu5,https://api.spotify.com/v1/audio-analysis/1krKp0OXeCH6SI5SXl8tu5,297973,4
My Humps,Black Eyed Peas,2005-01-01,2005,00,19JdbdEwQI7bCxefMokZO8,0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,audio_features,spotify:track:19JdbdEwQI7bCxefMokZO8,https://api.spotify.com/v1/tracks/19JdbdEwQI7bCxefMokZO8,https://api.spotify.com/v1/audio-analysis/19JdbdEwQI7bCxefMokZO8,326960,4
No Tears Left to Cry,Ariana Grande,2018-08-17,2018,10,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,205920,4
Strong Enough,Cher,1998,1998,90,144JMbvbR5txNzoZ112wo4,0.593,0.923,0,-6.19,1,0.101,0.0495,0.0,0.29,0.587,124.862,audio_features,spotify:track:144JMbvbR5txNzoZ112wo4,https://api.spotify.com/v1/tracks/144JMbvbR5txNzoZ112wo4,https://api.spotify.com/v1/audio-analysis/144JMbvbR5txNzoZ112wo4,224000,4
I Learned from the Best (HQ2 Radio Mix),Whitney Houston,2006-05-02,2006,00,3wACjmQo7ZkRNMLfZXndFB,0.609,0.563,5,-6.284,0,0.0328,0.0109,7.76e-06,0.156,0.306,148.949,audio_features,spotify:track:3wACjmQo7ZkRNMLfZXndFB,https://api.spotify.com/v1/tracks/3wACjmQo7ZkRNMLfZXndFB,https://api.spotify.com/v1/audio-analysis/3wACjmQo7ZkRNMLfZXndFB,259533,4
How You Like That,BLACKPINK,2020-10-02,2020,20,6wfugRLamFsTRbPcCpNnP7,0.765,0.656,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,audio_features,spotify:track:6wfugRLamFsTRbPcCpNnP7,https://api.spotify.com/v1/tracks/6wfugRLamFsTRbPcCpNnP7,https://api.spotify.com/v1/audio-analysis/6wfugRLamFsTRbPcCpNnP7,247533,4
Be My Lover,La Bouche,1996-01-16,1996,90,2aQpISWUBToaF84DDiTeRV,0.589,0.973,8,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003,audio_features,spotify:track:2aQpISWUBToaF84DDiTeRV,https://api.spotify.com/v1/tracks/2aQpISWUBToaF84DDiTeRV,https://api.spotify.com/v1/audio-analysis/2aQpISWUBToaF84DDiTeRV,169524,4
Hideaway,Kiesza,2014-10-21,2014,10,0c6xIDDpzE81m2q797ordA,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00697,0.0772,0.204,122.99,audio_features,spotify:track:0c6xIDDpzE81m2q797ordA,https://api.spotify.com/v1/tracks/0c6xIDDpzE81m2q797ordA,https://api.spotify.com/v1/audio-analysis/0c6xIDDpzE81m2q797ordA,251987,4
I Want You Back,NSYNC,1997,1997,90,221LRlPHPuevgE1tuUlof9,0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,audio_features,spotify:track:221LRlPHPuevgE1tuUlof9,https://api.spotify.com/v1/tracks/221LRlPHPuevgE1tuUlof9,https://api.spotify.com/v1/audio-analysis/221LRlPHPuevgE1tuUlof9,200440,4
Something He Can Feel,En Vogue,1992-03-24,1992,90,4htbAEZWr53J08x3dUv00W,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,audio_features,spotify:track:4htbAEZWr53J08x3dUv00W,https://api.spotify.com/v1/tracks/4htbAEZWr53J08x3dUv00W,https://api.spotify.com/v1/audio-analysis/4htbAEZWr53J08x3dUv00W,235707,3
Bad Bitch Tip,LaLa Ri ft. Ocean Kelly,2021-02-12,2021,20,36LeNokJN38Sl2k6qkH5Or,0.775,0.865,2,-5.069,1,0.213,0.0423,0.0,0.149,0.559,104.068,audio_features,spotify:track:36LeNokJN38Sl2k6qkH5Or,https://api.spotify.com/v1/tracks/36LeNokJN38Sl2k6qkH5Or,https://api.spotify.com/v1/audio-analysis/36LeNokJN38Sl2k6qkH5Or,189952,4
I'm Goin' Down,Mary J. Blige,1994-01-01,1994,90,0I5mUa3CZPcsrWwlUmTWkV,0.572,0.324,0,-9.297,1,0.0512,0.737,0.0,0.124,0.234,94.048,audio_features,spotify:track:0I5mUa3CZPcsrWwlUmTWkV,https://api.spotify.com/v1/tracks/0I5mUa3CZPcsrWwlUmTWkV,https://api.spotify.com/v1/audio-analysis/0I5mUa3CZPcsrWwlUmTWkV,222333,3
Arrogant,Tamisha Iman,2021-02-05,2021,20,5pW5mcXXnuxCZPwGeqCH4p,0.95,0.904,5,-2.408,0,0.207,0.117,0.018,0.35,0.355,132.022,audio_features,spotify:track:5pW5mcXXnuxCZPwGeqCH4p,https://api.spotify.com/v1/tracks/5pW5mcXXnuxCZPwGeqCH4p,https://api.spotify.com/v1/audio-analysis/5pW5mcXXnuxCZPwGeqCH4p,222159,4
Turn It & Burn It,Tina Burner,2021-04-16,2021,20,6gOLrLPBjfHeb6SlUgm5Au,0.384,0.499,1,-18.046,1,0.0467,0.634,0.941,0.111,0.155,123.06,audio_features,spotify:track:6gOLrLPBjfHeb6SlUgm5Au,https://api.spotify.com/v1/tracks/6gOLrLPBjfHeb6SlUgm5Au,https://api.spotify.com/v1/audio-analysis/6gOLrLPBjfHeb6SlUgm5Au,208944,4
You Should Be Sad,Halsey,2020-01-17,2020,20,7lidXGPXPYLNThITAOTlkK,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,audio_features,spotify:track:7lidXGPXPYLNThITAOTlkK,https://api.spotify.com/v1/tracks/7lidXGPXPYLNThITAOTlkK,https://api.spotify.com/v1/audio-analysis/7lidXGPXPYLNThITAOTlkK,205473,4
Gimme More,Britney Spears,2007-10-25,2007,00,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,251240,4
Till the World Ends,Britney Spears,2011-03-28,2011,10,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,audio_features,spotify:track:38iU2jg98IZZEIJPrP7aWD,https://api.spotify.com/v1/tracks/38iU2jg98IZZEIJPrP7aWD,https://api.spotify.com/v1/audio-analysis/38iU2jg98IZZEIJPrP7aWD,237947,4
Break My Heart,Dua Lipa,2020-03-27,2020,20,017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,audio_features,spotify:track:017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT,221820,4
If U Seek Amy,Britney Spears,2008-12-02,2008,00,2hdy9Wt9qp7M7d0U3ossu2,0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,audio_features,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,https://api.spotify.com/v1/tracks/2hdy9Wt9qp7M7d0U3ossu2,https://api.spotify.com/v1/audio-analysis/2hdy9Wt9qp7M7d0U3ossu2,216520,4
100% Pure Love,Crystal Waters,1994-01-01,1994,90,66X03EIfE1zm99rd4SfL71,0.811,0.697,8,-8.019,1,0.0502,0.0923,0.0144,0.0784,0.712,120.242,audio_features,spotify:track:66X03EIfE1zm99rd4SfL71,https://api.spotify.com/v1/tracks/66X03EIfE1zm99rd4SfL71,https://api.spotify.com/v1/audio-analysis/66X03EIfE1zm99rd4SfL71,280467,4
Fancy,Iggy Azalea ft. Charli XCX,2014-01-01,2014,10,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,audio_features,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/tracks/3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/audio-analysis/3oiMJQAWVaxSubJ7b2VUtX,199938,4
Hit 'Em Up Style (Oops!),Blu Cantrell,2001-01-18,2001,00,4zYTZvtcww7OWKie7fxA9E,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,audio_features,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4
Whole Lotta Woman,Kelly Clarkson,2017-10-27,2017,10,1nukLnD50ey3rfs6jNnMJa,0.838,0.683,10,-6.205,0,0.146,0.0369,0.0,0.638,0.458,119.982,audio_features,spotify:track:1nukLnD50ey3rfs6jNnMJa,https://api.spotify.com/v1/tracks/1nukLnD50ey3rfs6jNnMJa,https://api.spotify.com/v1/audio-analysis/1nukLnD50ey3rfs6jNnMJa,173387,4
Boss,Fifth Harmony,2015-01-30,2015,10,4tCtwWceOPWzenK2HAIJSb,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4
Fascinated,(Company B,1987,1987,80,1mk6Ts3Rl80ZiRuGdV8ydx,0.744,0.765,1,-12.174,1,0.0344,0.0393,0.707,0.258,0.831,119.743,audio_features,spotify:track:1mk6Ts3Rl80ZiRuGdV8ydx,https://api.spotify.com/v1/tracks/1mk6Ts3Rl80ZiRuGdV8ydx,https://api.spotify.com/v1/audio-analysis/1mk6Ts3Rl80ZiRuGdV8ydx,326467,4
Water Me,Lizzo,2019-04-17,2019,10,4WbO3H3wFGUdrngpMMs4sF,0.67,0.966,3,-1.994,0,0.177,0.0292,0.0,0.185,0.77,113.046,audio_features,spotify:track:4WbO3H3wFGUdrngpMMs4sF,https://api.spotify.com/v1/tracks/4WbO3H3wFGUdrngpMMs4sF,https://api.spotify.com/v1/audio-analysis/4WbO3H3wFGUdrngpMMs4sF,185595,4
Love Don't Cost a Thing,Jennifer Lopez,2001-01-23,2001,00,1fgvJXlcZ7uIddMpqsqw0L,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,audio_features,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L,221227,4
Swept Away,Diana Ross,1984-09-13,1984,80,3U3eFYWcekCDDFnYYctCnp,0.711,0.953,8,-7.872,1,0.0377,0.0194,0.0186,0.317,0.888,119.933,audio_features,spotify:track:3U3eFYWcekCDDFnYYctCnp,https://api.spotify.com/v1/tracks/3U3eFYWcekCDDFnYYctCnp,https://api.spotify.com/v1/audio-analysis/3U3eFYWcekCDDFnYYctCnp,323533,4
Don't Let Go (Love),En Vogue,1997-06-17,1997,90,06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,audio_features,spotify:track:06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/tracks/06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/audio-analysis/06TuMCjDEYjTOJScCRzmjf,291880,4
Never Too Much,Luther Vandross,1981-07-23,1981,80,5RooV1JApOOviPiQcho9xx,0.611,0.568,9,-11.681,0,0.0882,0.382,0.0,0.0419,0.626,92.018,audio_features,spotify:track:5RooV1JApOOviPiQcho9xx,https://api.spotify.com/v1/tracks/5RooV1JApOOviPiQcho9xx,https://api.spotify.com/v1/audio-analysis/5RooV1JApOOviPiQcho9xx,242680,4
Respect,Aretha Franklin,1967-03-10,1967,60,7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4
Heartbreak Hotel (Hex Hector Remix),"Whitney Houston ft. Faith Evans, Kelly Price",2006-07-04,2006,00,4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,3,-7.616,0,0.0588,0.0477,0.0,0.0314,0.664,133.816,audio_features,spotify:track:4J9u7UsXH7F6sFI32KnYuP,https://api.spotify.com/v1/tracks/4J9u7UsXH7F6sFI32KnYuP,https://api.spotify.com/v1/audio-analysis/4J9u7UsXH7F6sFI32KnYuP,281493,4
Good 4 U,Olivia Rodrigo,2021-05-21,2021,20,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4
Telephone,Lady Gaga ft. Beyoncé,2009-08-05,2009,00,7rl7ao5pb9BhvAzPdWStxi,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,audio_features,spotify:track:7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/audio-analysis/7rl7ao5pb9BhvAzPdWStxi,220627,4
Gimme! Gimme! Gimme! (A Man After Midnight),Cher,2018-08-09,2018,10,3vkQ5DAB1qQMYO4Mr9zJN6,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,audio_features,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/audio-analysis/3vkQ5DAB1qQMYO4Mr9zJN6,292613,4
Fallin',Alicia Keys,2001-06-05,2001,00,0KQx6HOpJueiSkztcS0r7D,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,audio_features,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3
I Love It,Kylie Minogue,2020-11-06,2020,20,6g225JcOUd88PRslWGsRD3,0.573,0.85,0,-4.064,1,0.0559,0.00131,0.000571,0.411,0.665,119.873,audio_features,spotify:track:6g225JcOUd88PRslWGsRD3,https://api.spotify.com/v1/tracks/6g225JcOUd88PRslWGsRD3,https://api.spotify.com/v1/audio-analysis/6g225JcOUd88PRslWGsRD3,230080,4
Play,Jennifer Lopez,2001-01-23,2001,00,3C0nOe05EIt1390bVABLyN,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,audio_features,spotify:track:3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/tracks/3C0nOe05EIt1390bVABLyN,https://api.spotify.com/v1/audio-analysis/3C0nOe05EIt1390bVABLyN,284867,4
My Head & My Heart,Ava Max,2020-09-18,2020,20,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,audio_features,spotify:track:1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/tracks/1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/audio-analysis/1KixkQVDUHggZMU9dUobgm,174760,4
Suga Mama,Beyoncé,2006-09-04,2006,00,7hrrhtzmyTcULmNlYlcxJO,0.682,0.939,9,-4.054,0,0.284,0.226,0.000315,0.346,0.615,93.81,audio_features,spotify:track:7hrrhtzmyTcULmNlYlcxJO,https://api.spotify.com/v1/tracks/7hrrhtzmyTcULmNlYlcxJO,https://api.spotify.com/v1/audio-analysis/7hrrhtzmyTcULmNlYlcxJO,204813,4
One Way or Another,Blondie,1978-09-23,1978,70,59CLe8stbcx4XYBWdsfbwK,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,audio_features,spotify:track:59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/tracks/59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/audio-analysis/59CLe8stbcx4XYBWdsfbwK,217364,4
Un-Break My Heart (Hex Hector Remix),Toni Braxton,2005-04-12,2005,00,5Ihd9HrPvOADyVoonH9ZjB,0.625,0.426,2,-8.4,0,0.0271,0.412,0.0,0.116,0.112,110.021,audio_features,spotify:track:5Ihd9HrPvOADyVoonH9ZjB,https://api.spotify.com/v1/tracks/5Ihd9HrPvOADyVoonH9ZjB,https://api.spotify.com/v1/audio-analysis/5Ihd9HrPvOADyVoonH9ZjB,270333,4
Something's Got a Hold on Me,Etta James,2011-10-18,2011,10,6EAlFsajDK1PVgfhdJbS5Y,0.471,0.585,1,-6.105,1,0.0822,0.786,0.0,0.811,0.655,150.719,audio_features,spotify:track:6EAlFsajDK1PVgfhdJbS5Y,https://api.spotify.com/v1/tracks/6EAlFsajDK1PVgfhdJbS5Y,https://api.spotify.com/v1/audio-analysis/6EAlFsajDK1PVgfhdJbS5Y,169747,4
Dhoom Dhoom,Tata Young,2004-07-16,2004,00,4GGbA1Mf5NEU4ETUDOSffc,0.595,0.895,1,-5.218,1,0.422,0.499,4.7e-05,0.0959,0.874,97.43,audio_features,spotify:track:4GGbA1Mf5NEU4ETUDOSffc,https://api.spotify.com/v1/tracks/4GGbA1Mf5NEU4ETUDOSffc,https://api.spotify.com/v1/audio-analysis/4GGbA1Mf5NEU4ETUDOSffc,242019,4
Crazy in Love,Beyoncé ft. Jay-Z,2003-06-24,2003,00,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4
Born Naked,RuPaul,2014-02-24,2014,10,20GNVIllZWk2vF8p6Cz7uP,0.634,0.86,4,-3.55,1,0.206,0.0207,0.0,0.464,0.648,141.857,audio_features,spotify:track:20GNVIllZWk2vF8p6Cz7uP,https://api.spotify.com/v1/tracks/20GNVIllZWk2vF8p6Cz7uP,https://api.spotify.com/v1/audio-analysis/20GNVIllZWk2vF8p6Cz7uP,203253,4
